"AdID";"CreateDate";"ChangeDate";"AdStatusID";"SiteID";"AdGroupID";"ParentAdID";"PropertyTypeID";"DealTypeID";"AvailableDate";"HasCableTV";"HasCellar";"HasConservatory";"HasDishwasher";"HasDryer";"HasFireplace";"HasGarden";"HasGardenhouse";"HasLift";"HasPlayground";"HasTinkerroom";"HasWashingmachine";"HasWoodStove";"IsAttic";"IsBrightly";"IsBuildingLandConnected";"IsCentral";"IsChildFriendly";"IsCornerHouse";"IsFirstTimeUse";"IsFlatShare";"IsFurnished";"IsMiddleHouse";"IsMinergieCertified";"IsNewBuilding";"IsOldBuilding";"IsQuiet";"IsRaisedGroundFloor";"IsSunny";"IsUnderBuildingLaws";"IsUnderRoof";"IsWheelchairAccessable";"NumApartments";"NumBalconies";"NumBaths";"NumBathtubs";"NumFloors";"NumParkingIndoor";"NumParkingOutdoor";"NumPorches";"NumRooms";"NumShowers";"NumSwimmingPools";"NumTerraces";"NumToilets";"YearOfConstruction";"CountryID";"Zip";"City";"Street";"Condition";"CurrencyID";"DistanceBus";"DistanceHighway";"DistanceKindergarden";"DistancePlayground";"DistancePrimarySchool";"DistanceSecondarySchool";"DistanceShoppingFacilities";"DistanceTimeBus";"DistanceTimeHighway";"DistanceTimeShoppingFacilities";"DistanceTrainStation";"DistanceUniversity";"Floor";"Flooring";"LivingSpace";"BuildingArea";"BalconyMeters";"GardenMeters";"Heating";"LastModifiedOnSite";"MinergieGeneral";"GrossRent";"NetRent";"SideCost";"PurchasePrice";"Orientation";"ParkingIndoorText";"ParkingOutdoorText";"PetsAllowed";"PhoneType";"RenovationYear";"Situation";"StoveType";"ViewText";"Volume";"VendorCity";"VendorCountry";"VendorPriority";"VendorType";"VendorWebsite";"VendorZIP";"FlatRate";"PriceModel";"LastCreateMessageID";"LastUpdateMessageID";"LastDeleteMessageID";"LastMutatedMessageID";"GeoPosQuality";"GeoDataSource";"LevenshteinMatch";"LevenshteinFactor";"GeoPosX";"GeoPosY";"GeoPosLng";"GeoPosLat";"GeoSystem";"District";"StreetNumber";"ComparisPoints";"ComparisPrice";"ComparisPriceMin";"ComparisPriceMax";"CommunityID";"CommunityName";"UsefulArea";"PriceTypeID";"DuplicateGroupID";"LastPriceChangeDate";"LastPriceChange";"OverallPriceChange";"LocationID";"PartialMatch";"RealEstateID";"DeleteDate";"SiteIDOriginal"
3000086;2008-12-22 05:19:18.520;2011-02-23 15:30:23.873;-2;201;2072304;3000086;1;10;2009-04-01 00:00:00.000;1;NULL;NULL;1;1;1;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;1;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;1;NULL;NULL;NULL;NULL;1;1;NULL;NULL;2;1;NULL;3.5;1;NULL;NULL;2;1993;NULL;8424;8424 Embrach;Im Grund;renoviert;NULL;im Ort;NULL;im Ort;NULL;im Ort;im Ort;im Ort;NULL;NULL;NULL;im Ort;NULL;2;Parkett;122;NULL;NULL;NULL;Bodenheizung;NULL;NULL;2490;2250;240;NULL;NULL;NULL;NULL;NULL;Analog;NULL;NULL;Glaskeramikherd;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;23421832;NULL;23933533;24319869;9;GOO;0;0;262506;687361;8.5982679000;47.5074971000;1;Bezirk Bülach;8;3.59052395635462;2165.35832959712;2165.35832959712;2165.35832959712;56;Embrach;NULL;NULL;3334370;NULL;NULL;NULL;28835;1;1804657;2009-02-05 21:45:47.860;NULL
3000087;2008-12-22 05:19:22.973;2009-10-30 17:28:48.850;-1;201;2793484;3000087;1;10;2009-10-30 17:28:48.850;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.5;NULL;NULL;NULL;NULL;2006;NULL;8610;8610 Uster;Talackerstrasse;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;109;NULL;NULL;NULL;NULL;NULL;NULL;2470;2220;250;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;23421833;23489560;23822652;NULL;9;GOO;0;0;244504;696534;8.7161210000;47.3443234000;1;Bezirk Uster;28B;3.9793579557611;2256.99098067149;2256.99098067149;2256.99098067149;198;Uster;NULL;NULL;4177040;NULL;NULL;NULL;221463;1;2212494;2009-01-28 10:31:28.447;NULL
3000088;2008-12-22 05:19:26.550;2009-10-30 15:23:26.963;-1;201;2985616;3000088;1;10;2009-10-30 15:23:26.963;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.5;NULL;NULL;NULL;NULL;1996;NULL;8810;8810 Horgen;Neudorfstrasse;NULL;NULL;ca. 100 m;NULL;ca. 100 m;NULL;ca. 100 m;im Ort;ca. 100 m;NULL;NULL;NULL;NULL;NULL;3;NULL;85;NULL;NULL;NULL;NULL;NULL;NULL;2354;2014;340;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;23421834;23538454;23687021;NULL;9;GOO;0;0;234763;688135;8.6030760000;47.2578945000;1;Bezirk Horgen;45;3.78848534753748;2098.70333679272;2098.70333679272;2098.70333679272;133;Horgen;NULL;NULL;3399988;NULL;NULL;NULL;119036;1;1831358;2009-01-16 01:37:48.767;NULL
3000089;2008-12-22 05:19:33.147;2009-10-31 18:23:53.570;-30;201;2791070;3000089;1;10;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.5;NULL;NULL;NULL;NULL;2007;NULL;8600;8600 Dübendorf;NULL;NULL;NULL;ca. 100 m;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;131;NULL;NULL;NULL;NULL;NULL;NULL;2450;2110;340;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;23421835;23489565;23933561;24317345;5;GOO;0;0;250078;688894;8.6161336000;47.3955306000;-10;Bezirk Uster;NULL;5.12098064258064;2630.76377898486;2630.76377898486;2630.76377898486;191;Dübendorf;NULL;NULL;4864249;NULL;NULL;NULL;33;0;2601413;2009-02-05 21:46:06.953;NULL
3000090;2008-12-22 05:19:36.050;2009-10-30 17:00:00.670;-1;201;2981039;3000090;1;10;2009-04-01 00:00:00.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.5;NULL;NULL;NULL;NULL;1995;NULL;8122;8122 Binz;Zelglistrasse;NULL;NULL;ca. 100 m;NULL;ca. 500 m;NULL;im Ort;NULL;ca. 500 m;NULL;NULL;NULL;NULL;NULL;0;NULL;122;NULL;NULL;NULL;NULL;NULL;NULL;2356;2256;100;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;23421836;23489561;23793987;NULL;9;GOO;0;0;245915;689601;8.6246690000;47.3579917000;1;Bezirk Uster;25;5.43816341345385;2659.21227846871;2659.21227846871;2659.21227846871;195;Maur;NULL;NULL;4962138;NULL;NULL;NULL;155325;1;2659730;2009-01-25 14:25:54.693;NULL
3000190;2008-12-22 05:30:48.967;2009-10-30 17:46:56.983;-1;201;2404176;3000190;4;20;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;5.5;NULL;NULL;NULL;NULL;NULL;NULL;1896;;Route de Vouvry;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;157;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;509200;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;23421942;NULL;23843243;NULL;6;GOO;0;0;132089;556075;6.8681382000;46.3387482000;1;District de Monthey;NULL;NULL;NULL;NULL;NULL;6159;Vouvry;NULL;NULL;4753247;NULL;NULL;NULL;309338;1;2537516;2009-01-29 20:39:59.147;NULL
3000281;2008-12-22 05:35:04.313;2009-10-30 13:09:20.273;-1;201;2925586;3000281;1;10;2009-02-01 00:00:00.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;1;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;1;NULL;NULL;NULL;NULL;1;1;NULL;NULL;NULL;NULL;NULL;4.5;NULL;NULL;NULL;1;NULL;NULL;3323;3323 Bäriswil;Mätteli;renoviert;NULL;ca. 100 m;NULL;im Ort;NULL;im Ort;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2;Parkett;90;NULL;NULL;NULL;NULL;NULL;NULL;1530;1280;250;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Glaskeramikherd;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;23422033;NULL;23542829;NULL;9;GOO;0;0;207750;606476;7.5238113000;47.0207640000;1;Amtsbezirk Burgdorf;1;NULL;0;0;0;403;Bäriswil;NULL;NULL;4834665;NULL;NULL;NULL;32660;1;2583919;2009-01-05 08:47:33.113;NULL
3000282;2008-12-22 05:35:17.393;2010-03-27 17:59:51.480;-30;201;1261568;3000282;1;10;2009-10-30 13:18:14.960;1;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;1;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;1;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;1;4.5;NULL;NULL;NULL;2;1984;NULL;3752;3752 Wimmis;Pintelgasse;renoviert;NULL;ca. 500 m;NULL;NULL;NULL;ca. 1 km;NULL;ca. 500 m;NULL;NULL;NULL;NULL;NULL;NULL;Parkett;96;NULL;NULL;NULL;NULL;NULL;NULL;1540;1290;250;NULL;Ebene;NULL;NULL;NULL;Analog;NULL;NULL;Glaskeramikherd;Bergsicht;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;23422034;23492747;23554574;29574640;9;GOO;0;0;169510;615484;7.6410027000;46.6766364000;1;Amtsbezirk Niedersimmental;5;NULL;0;0;0;769;Wimmis;NULL;NULL;4206127;NULL;NULL;NULL;210524;1;2228390;2009-01-05 22:11:54.173;NULL
3000283;2008-12-22 05:35:26.610;2009-10-30 13:18:15.007;-1;201;1261568;3000283;1;10;2009-10-30 13:18:15.007;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;1;1;NULL;NULL;NULL;NULL;NULL;4.5;NULL;NULL;NULL;2;1984;NULL;3752;3752 Wimmis;Pintelgasse;NULL;NULL;ca. 500 m;NULL;NULL;NULL;ca. 1 km;NULL;ca. 500 m;NULL;NULL;NULL;NULL;NULL;NULL;Parkett;96;NULL;NULL;NULL;NULL;NULL;NULL;1540;1290;250;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Glaskeramikherd;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;23422035;NULL;23554575;NULL;9;GOO;0;0;169510;615484;7.6410027000;46.6766364000;1;Amtsbezirk Niedersimmental;5;NULL;0;0;0;769;Wimmis;NULL;NULL;4206127;NULL;NULL;NULL;210524;1;2228390;2009-01-05 22:11:54.643;NULL
3000284;2008-12-22 05:35:35.470;2009-10-30 12:03:06.840;-1;201;2907615;3000284;1;10;2009-02-01 00:00:00.000;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;NULL;NULL;1;NULL;NULL;4.5;NULL;NULL;NULL;1;NULL;NULL;4900;4900 Langenthal;Zeieweg;renoviert;NULL;ca. 100 m;NULL;ca. 10 Gehminuten;NULL;ca. 10 Gehminuten;im Ort;ca. 500 m;NULL;NULL;NULL;ca. 1 km;NULL;0;Laminat;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1550;1250;300;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Glaskeramikherd;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;23422036;NULL;23471528;NULL;9;GOO;0;0;230592;626370;7.7868094000;47.2257316000;1;Amtsbezirk Aarwangen;35;NULL;NULL;NULL;NULL;329;Langenthal;NULL;NULL;4927223;NULL;NULL;NULL;305949;1;2638917;2008-12-24 11:51:59.220;NULL
3000596;2008-12-22 05:56:00.033;2009-10-30 15:07:28.810;-1;201;3000596;3000596;4;10;9999-12-31 00:00:00.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;5;6;1;10;NULL;NULL;1;NULL;NULL;NULL;1293;;Route de Lausanne;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;14000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;23422363;NULL;23671648;NULL;0;GOO;0;0;123396;500968;6.1543423000;46.2546854000;1;Canton de Genève;329;NULL;NULL;NULL;NULL;6606;Bellevue;NULL;NULL;4842833;NULL;NULL;NULL;212035;1;2588732;2009-01-14 21:05:10.140;NULL
3000597;2008-12-22 05:56:00.347;2009-10-31 17:17:03.317;-1;201;2907925;3000597;4;10;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;8;NULL;NULL;NULL;NULL;NULL;NULL;1232;;Chemin de Mourlaz;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;350;NULL;NULL;NULL;NULL;NULL;NULL;12000;12000;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;23422364;NULL;24243839;NULL;0;GOO;0;0;114445;495463;6.0849759000;46.1733422000;1;Canton de Genève;2;NULL;NULL;NULL;NULL;6618;Confignon;NULL;NULL;4927340;NULL;NULL;NULL;309980;1;2638982;2009-03-04 12:18:22.257;NULL
3000698;2008-12-22 06:03:29.680;2015-09-08 17:01:13.437;20;201;2530837;3000698;2;10;9999-12-31 00:00:00.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;8;8001;Zürich;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;08.09.2015 13:38:11;NULL;500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Zürich;CH;NULL;NULL;NULL;8001;NULL;NULL;23422468;145924014;107683293;25111945;5;Google;0;0;247618;683152;8.5396323000;47.3741561000;1;Bezirk Zürich;NULL;NULL;NULL;NULL;NULL;261;Zürich;NULL;5;3839559;NULL;NULL;0;975;0;2035324;NULL;NULL
3012199;2008-12-23 06:04:36.623;2016-04-21 14:22:20.760;20;201;11124960;3012199;4;20;9999-12-31 00:00:00.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;9;NULL;NULL;NULL;NULL;1850;8;3967;Vercorin;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;174;709;NULL;NULL;NULL;10.02.2016 11:29:11;NULL;NULL;NULL;NULL;470000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Vercorin;CH;NULL;NULL;NULL;3967;NULL;NULL;23449611;158237736;107683344;25392803;4;Google;0;0;122867;607107;7.5308060000;46.2571940000;1;District de Sierre;NULL;NULL;NULL;NULL;NULL;6232;Chalais;NULL;1;12828000;2015-01-14 19:31:29.497;-14;-21;418118;0;5058550;NULL;NULL
3150282;2009-03-06 11:04:02.667;2011-03-30 06:05:43.140;-1;201;1719478;3150282;4;20;9999-12-31 00:00:00.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;1;7;NULL;NULL;NULL;NULL;1951;NULL;4665;Küngoldingen (Oftringen);Mittlere Bühnenbergstrasse;renoviert;NULL;ca. 100 m;NULL;ca. 500 m;NULL;ca. 500 m;wenige Gehminuten;ca. 500 m;NULL;NULL;NULL;im Ort;NULL;NULL;NULL;150;745;NULL;NULL;Gas-Heizung;NULL;NULL;NULL;NULL;NULL;595000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;24275447;30445593;30686445;NULL;9;GOO;0;0;239033;638913;7.9531496000;47.3010341000;1;Bezirk Zofingen;22;NULL;NULL;NULL;NULL;4280;Oftringen;NULL;NULL;4434010;NULL;NULL;NULL;12870;1;2354605;2010-06-06 22:17:12.110;NULL
3253665;2009-04-20 17:50:38.313;2016-04-21 14:22:19.230;20;201;3253665;3253665;15;20;2016-04-21 14:22:18.810;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;4;NULL;NULL;NULL;NULL;1978;8;3967;Vercorin;Route du Bisse;NULL;1;1000;NULL;500;NULL;NULL;NULL;1000;NULL;NULL;NULL;NULL;NULL;3;NULL;115;NULL;NULL;NULL;NULL;21.03.2016 10:21:29;NULL;NULL;NULL;NULL;520000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Vercorin;CH;NULL;NULL;NULL;3967;NULL;NULL;24780391;158237733;107677694;NULL;9;Google;0;0;122490;606893;7.5280309000;46.2538070000;1;District de Sierre;20;NULL;NULL;NULL;NULL;6232;Chalais;NULL;1;13069816;2015-09-15 22:32:15.513;-1;1;505255;0;4750137;NULL;NULL
3273199;2009-04-29 19:09:41.153;2016-02-24 14:28:54.550;20;200;3273199;3273199;2;10;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;1;NULL;NULL;3.5;NULL;NULL;NULL;NULL;NULL;NULL;6006;Luzern;Haldenstrasse;NULL;1;30;1500;260;NULL;380;590;100;NULL;NULL;NULL;NULL;NULL;NULL;NULL;92;NULL;NULL;NULL;NULL;NULL;NULL;10000;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;Luzern;Schweiz;NULL;NULL;NULL;NULL;NULL;NULL;24862158;134731774;110999325;NULL;9;Google;0;0;211899;666548;8.3145230000;47.0547789000;1;Amt Luzern;4;NULL;NULL;NULL;NULL;1061;Luzern;NULL;5;7347112;2014-02-27 04:52:28.223;-12;-47;66119;0;1806177;NULL;NULL
3277139;2009-04-29 22:43:16.517;2015-08-24 14:57:37.150;20;200;3277139;3277139;2;10;2010-04-01 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;3007;Bern;Mühlemattstrasse;NULL;1;200;NULL;NULL;NULL;NULL;NULL;50;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;900;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;24870215;145066594;110999403;NULL;9;Google;0;0;199047;599610;7.4335103000;46.9425102000;1;Amtsbezirk Bern;48;NULL;NULL;NULL;NULL;351;Bern;NULL;5;4821955;2014-01-03 09:10:35.673;0;5;73322;0;2576673;NULL;NULL
3281036;2009-04-30 01:37:23.167;2016-02-24 14:28:48.717;20;200;3281036;3281036;2;10;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;2;NULL;NULL;NULL;NULL;NULL;NULL;6006;Luzern;Haldenstrasse;NULL;1;30;1500;260;NULL;380;590;100;NULL;NULL;NULL;NULL;NULL;NULL;NULL;47;NULL;NULL;NULL;NULL;NULL;NULL;4000;4000;0;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;Luzern;Schweiz;NULL;NULL;NULL;NULL;NULL;NULL;24877134;134723965;110999390;28970344;9;Google;0;0;211899;666548;8.3145230000;47.0547789000;1;Amt Luzern;4;NULL;NULL;NULL;NULL;1061;Luzern;NULL;5;7347109;2014-02-27 04:52:26.803;-4;-38;66119;0;2743671;NULL;NULL
3283292;2009-04-30 04:56:56.040;2015-11-09 15:21:09.597;20;200;3283292;3283292;2;10;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;1;1;NULL;1.5;NULL;NULL;NULL;NULL;NULL;NULL;8037;Zürich;Leutholdstrasse;NULL;1;300;500;NULL;NULL;NULL;NULL;200;NULL;NULL;NULL;NULL;NULL;NULL;NULL;30;NULL;NULL;NULL;NULL;NULL;NULL;1850;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;24881220;149654652;110999367;29697989;9;Google;0;0;249676;682126;8.5264261000;47.3927896000;1;Bezirk Zürich;19;NULL;NULL;NULL;NULL;261;Zürich;NULL;5;13164303;2015-11-08 13:11:41.230;2;5;73561;0;5239755;NULL;NULL
3284774;2009-04-30 06:08:18.030;2016-02-24 14:28:50.540;20;200;3950172;3284774;2;10;NULL;1;NULL;NULL;NULL;NULL;1;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;1;NULL;NULL;4.5;NULL;NULL;NULL;NULL;NULL;NULL;6006;Luzern;Haldenstrasse;NULL;1;30;1500;260;NULL;380;590;100;NULL;NULL;NULL;NULL;NULL;NULL;NULL;140;NULL;NULL;NULL;NULL;NULL;NULL;12500;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;Luzern;Schweiz;NULL;NULL;NULL;NULL;NULL;NULL;24883907;134735617;110999347;28969829;9;Google;0;0;211899;666548;8.3145230000;47.0547789000;1;Amt Luzern;4;NULL;NULL;NULL;NULL;1061;Luzern;NULL;5;7347111;2014-02-27 04:52:27.350;-1;-40;66119;0;2743739;NULL;NULL
3290937;2009-04-30 10:13:11.043;2014-09-19 19:01:01.793;20;200;3290937;3290937;2;10;2008-08-04 00:00:00.000;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;8005;Zürich;Neugasse;NULL;1;50;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;10;NULL;NULL;NULL;NULL;NULL;NULL;1100;1100;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;24894284;127110602;114236628;NULL;6;Google;0;0;248679;682171;8.5268388000;47.3838145000;1;Bezirk Zürich;NULL;NULL;NULL;NULL;NULL;261;Zürich;NULL;5;12362820;2014-09-19 19:01:01.280;22;29;80231;0;2578148;NULL;NULL
